"Sequence.Run","Autosampler.Position","Sample.ID","Project","Sample.Type","Species","Tree.No","Tissue","FID_File","FID_Date","FID_Time","X","X.1","CH4_Area","X.2","X.3","X.4","X.5","CO2_Area","X.6","X.7","ECD_File","ECD_Date","ECD_Time","X.8","X.9","O2_Area","X.10","X.11","X.12","X.13","N2O_Area","X.14","X.15","O2_concentration_uncorrected","N2O_concentration_uncorrected","CH4_concentration_uncorrected","CO2_concentration_uncorrected","O2_concentration","CH4_concentration","CO2_concentration","N2O_concentration"
324,312,"Blank",NA,"Blank","","","","F241010s324.CHR","10/11/2024","19:15:36","CH4",1.356,0.3344,1.7643,"ppm","CO2",1.85,108.944,193.0689,"ppm","E241010s324.CHR","10/11/2024","19:15:36","O2",1.196,706.7284,0,NA,"N2O",2.143,54.392,0.0242,"ppm",168282.119979034,0.178794990661499,0.845014920348322,229.194481632449,210000,2.53504476104497,687.583444897348,0.536384971984497
325,313,"O1",NA,"Standard","","","","F241010s325.CHR","10/11/2024","19:21:00","",NA,NA,NA,"","CO2",1.856,70.7763,52.0107,"ppm","E241010s325.CHR","10/11/2024","19:21:00","O2",1.203,451.9006,0,NA,"N2O",2.15,26.5423,0,"ppm",60678.9260861091,0.0630187258665737,NA,100.523767204133,182036.778258327,NA,301.571301612399,0.189056177599721
326,314,"Blank",NA,"Blank","","","","F241010s326.CHR","10/11/2024","19:26:26","CH4",1.366,0.3296,1.7435,"ppm","CO2",1.856,108.1032,189.9615,"ppm","E241010s326.CHR","10/11/2024","19:26:26","O2",1.206,677.5004,0,NA,"N2O",2.153,60.635,0.0498,"ppm",155940.349767533,0.204748276374262,0.821973767053016,226.359981867168,210000,2.46592130115905,679.079945601504,0.614244829122785
327,315,"O1.5",NA,"Standard","","","","F241010s327.CHR","10/11/2024","19:31:51","",NA,NA,NA,"","CO2",1.846,69.9332,48.8948,"ppm","E241010s327.CHR","10/11/2024","19:31:51","O2",1.193,550.9874,0,NA,"N2O",2.143,29.9028,0,"ppm",102519.165465916,0.0769889351630238,NA,97.6815136930617,210000,NA,293.044541079185,0.230966805489071
328,316,"Blank",NA,"Blank","","","","F241010s328.CHR","10/11/2024","19:37:15","CH4",1.37,0.4432,2.2349,"ppm","CO2",1.863,109.7365,195.9978,"ppm","E241010s328.CHR","10/11/2024","19:37:15","O2",1.203,749.6148,0,NA,"N2O",2.16,54.8874,0.0262,"ppm",197212.979005952,0.180854458504219,1.36728106170861,231.866152736143,210000,4.10184318512583,695.598458208428,0.542563375512658
329,317,"O2",NA,"Standard","","","","F241010s329.CHR","10/11/2024","19:42:40","",NA,NA,NA,"","CO2",1.85,72.8179,59.556,"ppm","E241010s329.CHR","10/11/2024","19:42:40","O2",1.196,619.5357,0,NA,"N2O",2.143,25.4305,0,"ppm",131464.264924964,0.0583967711884623,NA,107.406396510506,210000,NA,322.219189531518,0.175190313565387
330,318,"Blank",NA,"Blank","","","","F241010s330.CHR","10/11/2024","19:48:05","CH4",1.36,0.4402,2.2219,"ppm","CO2",1.85,110.5832,199.1269,"ppm","E241010s330.CHR","10/11/2024","19:48:05","O2",1.2,691.0975,0,NA,"N2O",2.15,54.9878,0.0266,"ppm",161681.840247306,0.181271839552683,1.35288034089904,234.720542544972,210000,4.05864102269713,704.161627634916,0.54381551865805
331,319,"O2.5",NA,"Standard","","","","F241010s331.CHR","10/11/2024","19:53:30","",NA,NA,NA,"","CO2",1.856,73.2527,61.1629,"ppm","E241010s331.CHR","10/11/2024","19:53:30","O2",1.203,707.4588,0,NA,"N2O",2.153,27.4226,0,"ppm",168590.537556785,0.0666782929677983,NA,108.872191584179,210000,NA,326.616574752537,0.200034878903395
332,320,"Blank",NA,"Blank","","","","F241010s332.CHR","10/11/2024","19:58:55","CH4",1.356,0.3811,1.9663,"ppm","CO2",1.846,109.9284,196.707,"ppm","E241010s332.CHR","10/11/2024","19:58:55","O2",1.196,687.4254,0,NA,"N2O",2.143,62.3443,0.0568,"ppm",160131.264963549,0.211854147152545,1.06918614095058,232.513084830526,210000,3.20755842285174,697.539254491578,0.635562441457636
333,321,"O3",NA,"Standard","","","","F241010s333.CHR","10/11/2024","20:04:21","CO2",1.85,74.6895,66.4729,"ppm","",NA,NA,NA,"","E241010s333.CHR","10/11/2024","20:04:21","O2",1.2,769.1776,0,NA,"N2O",2.146,28.2126,0,"ppm",206732.758343583,0.0699624665563106,295.658432739209,NA,210000,886.975298217628,NA,0.209887399668932
334,322,"Blank",NA,"Blank","","","","F241010s334.CHR","10/11/2024","20:09:46","CH4",1.36,0.4067,2.077,"ppm","CO2",1.85,109.8321,196.3511,"ppm","E241010s334.CHR","10/11/2024","20:09:46","O2",1.2,694.7054,0,NA,"N2O",2.146,55.1242,0.0272,"ppm",163205.306538057,0.181838879144422,1.19207229185888,232.188438865497,210000,3.57621687557665,696.56531659649,0.545516637433265
335,323,"O4",NA,"Standard","","","","F241010s335.CHR","10/11/2024","20:15:10","",NA,NA,NA,"","CO2",1.856,76.3499,72.6093,"ppm","E241010s335.CHR","10/11/2024","20:15:10","O2",1.206,859.194,0,NA,"N2O",2.153,29.3311,0,"ppm",250537.135261406,0.0746122743521979,NA,119.313453088733,210000,NA,357.9403592662,0.223836823056594
336,324,"Blank",NA,"Blank","","","","F241010s336.CHR","10/11/2024","20:20:35","CH4",1.366,0.4396,2.2193,"ppm","CO2",1.863,104.4738,176.5481,"ppm","E241010s336.CHR","10/11/2024","20:20:35","O2",1.2,722.1638,0,NA,"N2O",2.163,57.8704,0.0384,"ppm",183854.591525769,0.193255331687172,1.35000019673713,214.124571010707,210000,4.05000059021139,642.373713032122,0.579765995061515
337,325,"O5",NA,"Standard","","","","F241010s337.CHR","10/11/2024","20:25:59","",NA,NA,NA,"","CO2",1.856,72.5877,58.7052,"ppm","E241010s337.CHR","10/11/2024","20:25:59","O2",1.206,1039.8552,3969.5258,NA,"N2O",2.153,30.5402,0,"ppm",338451.68526814,0.0796387228153248,NA,106.630347692752,210000,NA,319.891043078255,0.238916168445974
338,326,"Blank",NA,"Blank","","","","F241010s338.CHR","10/11/2024","20:31:24","CH4",1.366,0.378,1.9529,"ppm","CO2",1.856,109.4144,194.8074,"ppm","E241010s338.CHR","10/11/2024","20:31:24","O2",1.206,684.8503,0,NA,"N2O",2.153,60.4598,0.049,"ppm",159043.907208258,0.204019938130328,1.05430539611403,230.780291206175,210000,3.16291618834208,692.340873618524,0.612059814390985
339,327,"N2",NA,"Standard","","","","F241010s339.CHR","10/11/2024","20:36:49","CH4",1.35,0.3378,1.779,"ppm","CO2",1.85,72.3942,57.9901,"ppm","E241010s339.CHR","10/11/2024","20:36:49","O2",1.193,NA,0,NA,"N2O",2.15,26.8307,0,"ppm",NA,0.0642176570854686,0.861335737265832,105.978021688254,NA,2.58400721179749,317.934065064761,0.192652971256406
340,328,"Blank",NA,"Blank","","","","F241010s340.CHR","10/11/2024","20:42:14","CH4",1.366,0.326,1.7279,"ppm","CO2",1.856,108.5362,191.5617,"ppm","E241010s340.CHR","10/11/2024","20:42:14","O2",1.206,680.0784,0,NA,"N2O",2.153,55.8408,0.0301,"ppm",157028.932072352,0.184817915591925,0.804692902081536,227.819708791962,210000,2.41407870624461,683.459126375886,0.554453746775776
341,329,"SB1",NA,"Standard","","","","F241010s341.CHR","10/11/2024","20:47:39","CH4",1.366,0.3024,1.6259,"ppm","CO2",1.853,111.9243,204.0833,"ppm","E241010s341.CHR","10/11/2024","20:47:39","O2",1.206,684.1208,0,NA,"N2O",2.146,68.2906,0.0811,"ppm",158735.86966312,0.236573997037825,0.691407231712944,239.241650579247,210000,2.07422169513883,717.724951737742,0.709721991113474
342,330,"Blank",NA,"Blank","","","","F241010s342.CHR","10/11/2024","20:53:03","CH4",1.356,0.3454,1.8118,"ppm","CO2",1.85,108.6864,192.1168,"ppm","E241010s342.CHR","10/11/2024","20:53:03","O2",1.196,665.3724,0,NA,"N2O",2.143,55.7667,0.0298,"ppm",150819.199188462,0.184509868423686,0.897817563316734,228.326062103981,210000,2.6934526899502,684.978186311942,0.553529605271059
343,331,"SB3a",NA,"Standard","","","","F241010s343.CHR","10/11/2024","20:58:28","CH4",1.363,NA,22.0284,"ppm","CO2",1.86,291.3884,867.3371,"ppm","E241010s343.CHR","10/11/2024","20:58:28","O2",1.2,466.1084,0,NA,"N2O",2.16,68.1028,0.0804,"ppm",66678.2898062052,0.235793278303745,NA,844.249915715339,200034.869418615,NA,2532.74974714602,0.707379834911236
344,332,"Blank",NA,"Blank","","","","F241010s344.CHR","10/11/2024","21:03:53","CH4",1.363,0.3826,1.9727,"ppm","CO2",1.856,110.335,198.2097,"ppm","E241010s344.CHR","10/11/2024","21:03:53","O2",1.206,672.441,0,NA,"N2O",2.153,57.1218,0.0354,"ppm",153803.975324941,0.190143265423424,1.07638650135536,233.883812238427,210000,3.22915950406609,701.651436715282,0.570429796270273
345,333,"SB3b",NA,"Standard","","","","F241010s345.CHR","10/11/2024","21:09:19","CH4",1.363,2.8924,12.8282,"ppm","CO2",1.856,470.7974,1530.3873,"ppm","E241010s345.CHR","10/11/2024","21:09:19","O2",1.203,624.9874,0,NA,"N2O",2.15,103.0004,0.2234,"ppm",133766.291360643,0.380868944408134,13.1240295306389,1449.07242807185,210000,39.3720885919168,4347.21728421556,1.1426068332244
346,334,"Blank",NA,"Blank","","","","F241010s346.CHR","10/11/2024","21:14:43","CH4",1.36,0.3542,1.8499,"ppm","CO2",1.85,109.9448,196.7676,"ppm","E241010s346.CHR","10/11/2024","21:14:43","O2",1.196,675.5405,0,NA,"N2O",2.146,52.3006,0.0156,"ppm",155112.765415627,0.170100660733633,0.940059677691463,232.568372409202,210000,2.82017903307439,697.705117227605,0.510301982200898
347,335,"SB3",NA,"Standard","","","","F241010s347.CHR","10/11/2024","21:20:08","CH4",1.353,4.2276,18.6032,"ppm","CO2",1.846,644.5821,2172.6515,"ppm","E241010s347.CHR","10/11/2024","21:20:08","O2",1.2,713.6764,0,NA,"N2O",2.14,148.7842,0.4111,"ppm",179724.396709576,0.571200522562222,19.5333103389501,2034.93433501701,210000,58.5999310168503,6104.80300505103,1.71360156768667
348,336,"Blank",NA,"Blank","","","","F241010s348.CHR","10/11/2024","21:25:32","CH4",1.36,0.3945,2.0242,"ppm","CO2",1.85,109.56,195.3455,"ppm","E241010s348.CHR","10/11/2024","21:25:32","O2",1.2,677.458,0,NA,"N2O",2.143,56.8536,0.0343,"ppm",155922.446008912,0.189028309276033,1.13350936056664,231.271137026614,210000,3.40052808169993,693.81341107984,0.5670849278281
349,337,"SB4a",NA,"Standard","","","","F241010s349.CHR","10/11/2024","21:30:57","CH4",1.36,14.3258,62.2802,"ppm","CO2",1.86,552.9414,1833.9707,"ppm","E241010s349.CHR","10/11/2024","21:30:57","O2",1.193,458.3949,0,NA,"N2O",2.153,205.7918,0.6447,"ppm",63421.1991901378,0.808191477327379,68.0070966320058,1725.99577336119,190263.597570413,204.021289896017,5177.98732008356,2.42457443198214
350,338,"Blank",NA,"Blank","","","","F241010s350.CHR","10/11/2024","21:36:22","CH4",1.366,0.3748,1.939,"ppm","CO2",1.856,108.091,189.9164,"ppm","E241010s350.CHR","10/11/2024","21:36:22","O2",1.206,662.0464,0,NA,"N2O",2.15,54.2628,0.0236,"ppm",149414.767557031,0.178257882778416,1.03894462725049,226.318853302543,210000,3.11683388175147,678.95655990763,0.534773648335248
351,339,"SB4",NA,"Standard","","","","F241010s351.CHR","10/11/2024","21:41:47","CH4",1.36,40.2879,174.572,"ppm","CO2",1.856,1501.2192,5338.565,"ppm","E241010s351.CHR","10/11/2024","21:41:47","O2",1.203,730.1884,0,NA,"N2O",2.15,633.6384,2.3984,"ppm",187759.575539957,2.17179698073502,109.078620860127,5624.3215355993,210000,327.23586258038,16872.9646067979,6.51539094220507
352,340,"Blank",NA,"Blank","","","","F241010s352.CHR","10/11/2024","21:47:12","CH4",1.366,0.5951,2.8919,"ppm","CO2",1.863,108.9319,193.0242,"ppm","E241010s352.CHR","10/11/2024","21:47:12","O2",1.2,734.735,0,NA,"N2O",2.156,53.5048,0.0205,"ppm",189972.072152736,0.175106739006147,2.09643755869967,229.153690187207,210000,6.28931267609902,687.46107056162,0.525320217018441
353,341,"SB5a",NA,"Standard","","","","F241010s353.CHR","10/11/2024","21:52:37","CH4",1.36,461.9556,1998.3778,"ppm","CO2",1.856,1530.8178,5447.9539,"ppm","E241010s353.CHR","10/11/2024","21:52:37","O2",1.206,520.5334,0,NA,"N2O",2.146,664.9056,2.5266,"ppm",89659.7063848613,2.25840330426177,2396.02690644817,5756.50878162086,210000,7188.0807193445,17269.5263448626,6.77520991278531
354,342,"Blank",NA,"Blank","","","","F241010s354.CHR","10/11/2024","21:58:02","CH4",1.353,1.1103,5.1202,"ppm","CO2",1.85,109.8655,196.4745,"ppm","E241010s354.CHR","10/11/2024","21:58:02","O2",1.196,665.6872,0,NA,"N2O",2.143,53.745,0.0215,"ppm",150952.126151052,0.176105294064325,4.56952134572927,232.301036739141,210000,13.7085640371878,696.903110217424,0.528315882192975
355,343,"SB5",NA,"Standard","","","","F241010s355.CHR","10/11/2024","22:03:26","CH4",1.353,973.4169,4210.5608,"ppm","CO2",1.853,2940.7236,10658.6083,"ppm","E241010s355.CHR","10/11/2024","22:03:26","O2",1.2,783.9242,0,NA,"N2O",2.143,1369.8936,5.4163,"ppm",213908.846530362,4.21113392326418,5169.97791853572,12053.1432458122,210000,15509.9337556071,36159.4297374367,12.6334017697925
356,344,"Blank",NA,"Blank","","","","F241010s356.CHR","10/11/2024","22:08:51","CH4",1.356,2.5519,11.3554,"ppm","CO2",1.85,108.6591,192.016,"ppm","E241010s356.CHR","10/11/2024","22:08:51","O2",1.196,671.2814,0,NA,"N2O",2.146,52.6047,0.0168,"ppm",153314.324417002,0.171364859706122,11.4895477187531,228.234028512648,210000,34.4686431562593,684.702085537945,0.514094579118366
357,345,"S3a",NA,"Standard","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
358,346,"Blank",NA,"Blank","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
359,347,"S3b",NA,"Standard","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
360,348,"Blank",NA,"Blank","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
361,349,"S3c",NA,"Standard","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
362,350,"Blank",NA,"Blank","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,351,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,352,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,353,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,354,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,355,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,356,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,357,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,358,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,359,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
NA,360,"","","","","","","","","","",NA,NA,NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
